packet_rate,avg_packet_size,flow_duration,tcp_flag_syn_count,tcp_flag_ack_count,connection_count,std_packet_interval,label
35.77746290402326,693.259083187309,1171.917577395961,2,4,2.913837895900505,31.68131475592948,0
502.9282925250463,52.62233794125952,52.09603101793196,112,3,111.683200531511,7.446346235437492,1
377.7129614189066,38.89958489245631,149.9042086301828,111,1,111.3557459073566,6.38060585618387,1
46.90453560686009,793.8928999058285,1286.273356366237,1,5,-0.2325654325124336,29.43001723580187,0
37.77872191108055,482.0960208840198,1067.011605816823,0,4,3.638956814212746,37.16942234098135,0
551.9665065316939,43.80866395820856,36.84823232114669,92,0,112.4234640187527,3.355799622303969,1
640.4881271754828,55.89414956742972,14.9939565585869,85,0,108.7946666799908,6.539073828989397,1
64.75356216949552,419.801956241998,1123.40118991534,1,4,4.216723492497946,32.06035568533012,0
437.7130362550631,38.36697807471879,184.3003474885222,105,2,95.33532623582826,6.150699094362412,1
31.32734807408252,630.9820710227027,870.4916388729682,1,7,3.894930061565561,27.13148427853674,0
356.3896642704105,33.63815928408989,220.9177876786226,102,1,142.0763806666175,7.17726780198311,1
423.1717558286309,74.92746483650745,125.6837607896653,114,2,83.44772062745392,9.552158035655332,1
508.2251394524055,44.4645218162588,90.96733089771396,85,1,108.8002927013672,6.642477539360776,1
524.7422708101356,3.596623555186184,112.3173976474249,99,1,52.62515159732663,2.789531863240847,1
573.5408873345034,31.41347058051871,67.37010453342558,92,1,101.2345937920949,4.059549333829183,1
478.6762156575402,82.22290430408925,110.5690327322982,93,0,80.43288000782545,7.196837287742044,1
575.4527360800133,44.93622174423067,95.72905835834668,91,0,182.1904640626455,4.356934484111463,1
52.19150327663939,823.1300146192632,1071.690723641924,1,5,4.026087440960004,17.23729923989625,0
527.8476233429876,61.10416017984667,96.7801229687646,92,1,114.7696919173702,7.50061837779503,1
51.98084760767855,499.3457434720359,1034.367867958706,3,4,3.521215791188725,32.14405590216503,0
35.75251813786544,814.2270358611863,738.2359201761776,1,4,4.781684786466851,35.03558911706187,0
45.22342553234883,307.8649516505392,908.539668982642,2,7,3.105770383524123,28.34670668811834,0
49.75874912889996,731.759753560796,1178.049500167302,2,1,5.148706293937051,23.83705467915542,0
577.4799042099901,35.07319412758252,110.8756747969393,96,0,77.10270404017656,3.796832040902577,1
41.01585328651642,645.9972142939116,630.7624275523813,4,6,2.577504104567566,28.65661061237522,0
59.68644990532889,596.2777763490159,1060.094871922166,4,4,1.963670803161837,31.97378694553997,0
53.61395605508414,595.3079421120816,1193.079496918234,0,7,2.303538910213311,25.74191379906646,0
421.6467409427876,70.75967344301883,135.9031021918601,82,0,112.5012345892291,2.925143689714484,1
665.5958191255743,49.56338917023704,50.1977529915054,101,0,120.5039583455026,2.942772158469265,1
44.23096344337597,524.6582129653816,1207.04986694475,2,3,1.749783974105199,32.81836827135078,0
40.25318329772679,350.0594285126427,777.7084086125936,1,4,3.291732725378309,34.53417073186463,0
47.96954613957007,630.1791899819466,887.0451991658116,0,5,3.321652659591586,25.28612379884763,0
49.65011509503038,817.0942717497813,993.2774870592574,2,2,2.424813550356483,22.88970751416034,0
551.9274707510001,36.66354460931868,12.7015483762509,103,0,77.22271954220429,7.386936857094416,1
57.91662693962936,585.5912444278384,922.5800595051198,1,4,3.538211605492257,38.59219807801357,0
549.5479436347758,37.14418610007198,121.9742913997882,111,0,137.7031179242,6.536189392366241,1
410.3840958847056,39.88888057632505,25.50318976798887,107,1,139.5998934555902,6.264442736971,1
385.2335311276521,58.39834003501815,132.6040118677454,94,1,119.4473963010223,6.566551106225076,1
50.71566237219393,492.7860988014393,1247.487626936828,2,5,4.214944106854969,37.46964071821099,0
51.91099068019903,589.2697855995771,696.5652606656643,2,4,3.9177721505515,40.08887906587533,0
61.43754043206929,518.9747562985619,1351.724096839027,2,5,1.110296516378455,34.53926192454935,0
40.73069528421917,655.8326912521723,1087.347710346702,3,5,4.907490672553268,31.09654456566027,0
40.62174960084877,604.0591691203882,1094.481255576075,2,7,2.480165854274774,29.60311929989844,0
684.133988164062,16.74641978970941,117.4646386177104,95,0,71.2789710485152,6.092579433817964,1
71.22156197012633,400.6264357428545,709.7648619896881,2,7,2.120282638615444,35.88604393708457,0
481.7692569294475,108.8357717065954,-3.513677225669753,117,0,97.75492702980104,0.3319223654220647,1
43.37376241054153,577.3515901150168,1073.496333094861,2,5,3.037563351381112,24.07524029386963,0
565.8685463581738,43.48461809063684,76.34084468464431,93,1,94.7227259334535,4.29942692121196,1
461.3217492004499,88.76391170417497,191.4487378127176,104,0,95.44126313326504,4.032151976454843,1
